household_size,year,age_of_respondent,job_type,gender_of_respondent,education_level,country,relationship_with_head,cellphone_access,location_type,marital_status
5.0,2018.0,20.0,Self employed,Female,Primary education,Uganda,Child,Yes,Urban,Single/Never Married
5.0,2018.0,35.0,Self employed,Male,Primary education,Uganda,Head of Household,No,Rural,Single/Never Married
7.0,2018.0,32.0,Formally employed Private,Male,Primary education,Uganda,Head of Household,No,Rural,Married/Living together
5.0,2018.0,38.0,Formally employed Private,Male,Primary education,Uganda,Head of Household,Yes,Rural,Married/Living together
2.0,2018.0,40.0,Self employed,Female,Secondary education,Uganda,Head of Household,No,Urban,Divorced/Seperated
2.0,2018.0,48.0,Self employed,Female,No formal education,Uganda,Head of Household,No,Rural,Divorced/Seperated
2.0,2018.0,22.0,No Income,Female,Primary education,Uganda,Spouse,No,Urban,Married/Living together
5.0,2018.0,38.0,Self employed,Male,Vocational/Specialised training,Uganda,Head of Household,Yes,Rural,Married/Living together
10.0,2018.0,23.0,Self employed,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
4.0,2018.0,56.0,Dont Know/Refuse to answer,Male,Primary education,Uganda,Head of Household,No,Rural,Married/Living together
3.0,2018.0,51.0,Self employed,Male,Primary education,Uganda,Head of Household,No,Rural,Married/Living together
1.0,2018.0,48.0,Dont Know/Refuse to answer,Male,Primary education,Uganda,Head of Household,Yes,Rural,Divorced/Seperated
1.0,2018.0,18.0,Self employed,Male,Secondary education,Uganda,Head of Household,Yes,Rural,Single/Never Married
8.0,2018.0,36.0,Self employed,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
2.0,2018.0,57.0,Other Income,Male,No formal education,Uganda,Head of Household,Yes,Urban,Married/Living together
3.0,2018.0,25.0,Self employed,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
2.0,2018.0,19.0,Other Income,Female,Primary education,Uganda,Head of Household,No,Rural,Married/Living together
5.0,2018.0,39.0,Self employed,Female,Primary education,Uganda,Spouse,Yes,Urban,Married/Living together
8.0,2018.0,50.0,Self employed,Female,No formal education,Uganda,Spouse,No,Rural,Married/Living together
4.0,2018.0,28.0,Self employed,Female,Primary education,Uganda,Spouse,Yes,Urban,Married/Living together
4.0,2018.0,22.0,Self employed,Female,Primary education,Uganda,Spouse,Yes,Urban,Married/Living together
2.0,2018.0,23.0,Dont Know/Refuse to answer,Male,No formal education,Uganda,Head of Household,No,Rural,Married/Living together
3.0,2018.0,18.0,Self employed,Female,Primary education,Uganda,Other relative,Yes,Rural,Single/Never Married
5.0,2018.0,36.0,Self employed,Male,Primary education,Uganda,Head of Household,Yes,Rural,Married/Living together
3.0,2018.0,25.0,Self employed,Female,Secondary education,Uganda,Spouse,Yes,Rural,Married/Living together
9.0,2018.0,26.0,Self employed,Female,No formal education,Uganda,Spouse,No,Rural,Married/Living together
7.0,2018.0,19.0,Self employed,Male,Secondary education,Uganda,Parent,Yes,Rural,Single/Never Married
2.0,2018.0,25.0,Self employed,Female,Primary education,Uganda,Spouse,Yes,Urban,Married/Living together
6.0,2018.0,36.0,Other Income,Female,Secondary education,Uganda,Head of Household,Yes,Urban,Divorced/Seperated
6.0,2018.0,65.0,Other Income,Female,Primary education,Uganda,Spouse,Yes,Urban,Married/Living together
6.0,2018.0,20.0,Other Income,Male,Primary education,Uganda,Other relative,No,Rural,Single/Never Married
3.0,2018.0,63.0,Other Income,Female,Secondary education,Uganda,Head of Household,Yes,Urban,Widowed
3.0,2018.0,26.0,No Income,Female,Tertiary education,Uganda,Spouse,Yes,Urban,Married/Living together
5.0,2018.0,21.0,Self employed,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
8.0,2018.0,31.0,Other Income,Female,Primary education,Uganda,Spouse,No,Rural,Married/Living together
3.0,2018.0,35.0,Other Income,Male,No formal education,Uganda,Head of Household,Yes,Rural,Married/Living together
4.0,2018.0,33.0,Self employed,Female,No formal education,Uganda,Spouse,No,Urban,Married/Living together
4.0,2018.0,48.0,Self employed,Female,Primary education,Uganda,Spouse,Yes,Urban,Married/Living together
10.0,2018.0,70.0,Other Income,Female,Primary education,Uganda,Child,No,Rural,Widowed
10.0,2018.0,18.0,Self employed,Female,Primary education,Uganda,Parent,No,Rural,Married/Living together
3.0,2018.0,77.0,Self employed,Female,Primary education,Uganda,Head of Household,No,Urban,Widowed
5.0,2018.0,35.0,Other Income,Female,No formal education,Uganda,Spouse,No,Rural,Married/Living together
9.0,2018.0,23.0,Self employed,Female,Secondary education,Uganda,Parent,Yes,Rural,Married/Living together
7.0,2018.0,30.0,Other Income,Female,Secondary education,Uganda,Spouse,Yes,Rural,Married/Living together
2.0,2018.0,21.0,Other Income,Female,Secondary education,Uganda,Head of Household,Yes,Urban,Married/Living together
11.0,2018.0,56.0,No Income,Male,No formal education,Uganda,Head of Household,Yes,Rural,Married/Living together
3.0,2018.0,22.0,Other Income,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
8.0,2018.0,33.0,Other Income,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
3.0,2018.0,28.0,No Income,Female,Secondary education,Uganda,Head of Household,Yes,Urban,Divorced/Seperated
8.0,2018.0,16.0,No Income,Female,Primary education,Uganda,Child,No,Rural,Single/Never Married
3.0,2018.0,25.0,Formally employed Private,Female,Vocational/Specialised training,Uganda,Spouse,Yes,Urban,Married/Living together
5.0,2018.0,28.0,Self employed,Male,Primary education,Uganda,Head of Household,Yes,Rural,Married/Living together
2.0,2018.0,54.0,Self employed,Female,Secondary education,Uganda,Head of Household,Yes,Urban,Married/Living together
2.0,2018.0,25.0,Formally employed Private,Female,Tertiary education,Uganda,Head of Household,Yes,Urban,Single/Never Married
6.0,2018.0,18.0,Self employed,Female,Primary education,Uganda,Parent,No,Rural,Married/Living together
7.0,2018.0,33.0,Self employed,Male,Primary education,Uganda,Head of Household,Yes,Rural,Married/Living together
4.0,2018.0,40.0,Self employed,Female,No formal education,Uganda,Spouse,No,Rural,Married/Living together
1.0,2018.0,85.0,No Income,Female,No formal education,Uganda,Head of Household,No,Rural,Widowed
11.0,2018.0,50.0,Self employed,Male,Primary education,Uganda,Head of Household,No,Rural,Married/Living together
4.0,2018.0,20.0,Other Income,Female,Primary education,Uganda,Other non-relatives,Yes,Urban,Single/Never Married
6.0,2018.0,26.0,Other Income,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
3.0,2018.0,18.0,Other Income,Female,Secondary education,Uganda,Spouse,No,Rural,Married/Living together
2.0,2018.0,31.0,Self employed,Male,Primary education,Uganda,Other relative,Yes,Rural,Married/Living together
3.0,2018.0,19.0,Self employed,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
5.0,2018.0,24.0,Other Income,Female,No formal education,Uganda,Spouse,Yes,Rural,Married/Living together
4.0,2018.0,40.0,Self employed,Male,Primary education,Uganda,Head of Household,Yes,Rural,Married/Living together
5.0,2018.0,30.0,No Income,Female,Primary education,Uganda,Head of Household,Yes,Rural,Divorced/Seperated
2.0,2018.0,21.0,Other Income,Male,Secondary education,Uganda,Parent,Yes,Rural,Single/Never Married
3.0,2018.0,25.0,No Income,Female,Secondary education,Uganda,Head of Household,Yes,Urban,Married/Living together
1.0,2018.0,20.0,Other Income,Male,Primary education,Uganda,Head of Household,No,Rural,Single/Never Married
7.0,2018.0,28.0,Formally employed Private,Female,Secondary education,Uganda,Other relative,Yes,Urban,Single/Never Married
7.0,2018.0,28.0,Self employed,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
6.0,2018.0,45.0,Self employed,Male,No formal education,Uganda,Head of Household,No,Rural,Married/Living together
4.0,2018.0,19.0,Self employed,Female,Secondary education,Uganda,Spouse,Yes,Rural,Married/Living together
12.0,2018.0,40.0,Self employed,Female,No formal education,Uganda,Spouse,No,Rural,Married/Living together
4.0,2018.0,16.0,Other Income,Female,Secondary education,Uganda,Other relative,No,Urban,Single/Never Married
5.0,2018.0,18.0,Self employed,Female,Secondary education,Uganda,Parent,No,Rural,Single/Never Married
7.0,2018.0,19.0,Self employed,Male,Primary education,Uganda,Other relative,Yes,Urban,Single/Never Married
2.0,2018.0,22.0,No Income,Female,Primary education,Uganda,Spouse,No,Rural,Married/Living together
8.0,2018.0,25.0,No Income,Male,Primary education,Uganda,Child,Yes,Rural,Single/Never Married
3.0,2018.0,24.0,Self employed,Female,Primary education,Uganda,Head of Household,Yes,Rural,Divorced/Seperated
8.0,2018.0,21.0,Self employed,Female,Primary education,Uganda,Child,No,Rural,Married/Living together
1.0,2018.0,65.0,Other Income,Male,Primary education,Uganda,Head of Household,No,Rural,Married/Living together
2.0,2018.0,22.0,Other Income,Female,Secondary education,Uganda,Spouse,Yes,Rural,Married/Living together
11.0,2018.0,44.0,Self employed,Male,Primary education,Uganda,Head of Household,Yes,Rural,Married/Living together
5.0,2018.0,39.0,Other Income,Female,No formal education,Uganda,Head of Household,No,Urban,Widowed
6.0,2018.0,28.0,Other Income,Male,Primary education,Uganda,Head of Household,No,Rural,Married/Living together
1.0,2018.0,30.0,Self employed,Male,No formal education,Uganda,Head of Household,Yes,Urban,Single/Never Married
4.0,2018.0,38.0,Formally employed Private,Male,Tertiary education,Uganda,Head of Household,Yes,Rural,Married/Living together
1.0,2018.0,45.0,Other Income,Male,Primary education,Uganda,Head of Household,Yes,Rural,Widowed
3.0,2018.0,22.0,Other Income,Female,Secondary education,Uganda,Spouse,No,Urban,Married/Living together
3.0,2018.0,33.0,Self employed,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
8.0,2018.0,19.0,Self employed,Male,Primary education,Uganda,Parent,Yes,Rural,Single/Never Married
4.0,2018.0,38.0,Other Income,Female,Primary education,Uganda,Spouse,Yes,Urban,Married/Living together
8.0,2018.0,32.0,Self employed,Male,Secondary education,Uganda,Parent,Yes,Rural,Divorced/Seperated
8.0,2018.0,23.0,Formally employed Private,Female,Vocational/Specialised training,Uganda,Parent,Yes,Urban,Single/Never Married
2.0,2018.0,84.0,Self employed,Male,Secondary education,Uganda,Head of Household,No,Rural,Married/Living together
1.0,2018.0,47.0,Self employed,Male,Primary education,Uganda,Head of Household,Yes,Rural,Divorced/Seperated
2.0,2018.0,20.0,Other Income,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
7.0,2018.0,34.0,Other Income,Female,Primary education,Uganda,Spouse,No,Rural,Married/Living together
8.0,2018.0,60.0,Self employed,Male,Primary education,Uganda,Head of Household,Yes,Rural,Married/Living together
5.0,2018.0,37.0,Self employed,Female,Secondary education,Uganda,Spouse,Yes,Rural,Married/Living together
6.0,2018.0,31.0,Self employed,Male,Primary education,Uganda,Head of Household,Yes,Rural,Married/Living together
13.0,2018.0,32.0,Self employed,Female,Primary education,Uganda,Head of Household,Yes,Rural,Married/Living together
5.0,2018.0,75.0,No Income,Female,No formal education,Uganda,Head of Household,No,Rural,Widowed
1.0,2018.0,60.0,Other Income,Female,No formal education,Uganda,Head of Household,No,Rural,Widowed
5.0,2018.0,44.0,Other Income,Female,Primary education,Uganda,Head of Household,Yes,Rural,Widowed
3.0,2018.0,21.0,Other Income,Male,Primary education,Uganda,Head of Household,Yes,Rural,Married/Living together
2.0,2018.0,57.0,Dont Know/Refuse to answer,Female,Primary education,Uganda,Head of Household,Yes,Rural,Single/Never Married
3.0,2018.0,16.0,Other Income,Male,Secondary education,Uganda,Other relative,No,Urban,Single/Never Married
2.0,2018.0,18.0,Self employed,Female,Secondary education,Uganda,Spouse,No,Rural,Married/Living together
5.0,2018.0,22.0,Other Income,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
5.0,2018.0,28.0,Formally employed Private,Female,Secondary education,Uganda,Head of Household,Yes,Urban,Married/Living together
10.0,2018.0,44.0,Self employed,Male,No formal education,Uganda,Head of Household,No,Rural,Married/Living together
4.0,2018.0,28.0,Other Income,Female,No formal education,Uganda,Spouse,No,Urban,Married/Living together
6.0,2018.0,23.0,Self employed,Male,Tertiary education,Uganda,Head of Household,Yes,Urban,Single/Never Married
6.0,2018.0,45.0,Self employed,Female,Primary education,Uganda,Spouse,No,Rural,Married/Living together
1.0,2018.0,39.0,Other Income,Male,Primary education,Uganda,Head of Household,No,Rural,Married/Living together
6.0,2018.0,68.0,No Income,Male,No formal education,Uganda,Head of Household,Yes,Rural,Married/Living together
3.0,2018.0,75.0,Other Income,Female,No formal education,Uganda,Head of Household,No,Urban,Widowed
5.0,2018.0,62.0,Self employed,Female,Primary education,Uganda,Head of Household,Yes,Rural,Widowed
8.0,2018.0,17.0,No Income,Male,Primary education,Uganda,Parent,No,Rural,Single/Never Married
4.0,2018.0,47.0,Other Income,Female,No formal education,Uganda,Spouse,No,Rural,Married/Living together
3.0,2018.0,20.0,Other Income,Male,Vocational/Specialised training,Uganda,Head of Household,Yes,Rural,Single/Never Married
3.0,2018.0,57.0,Self employed,Female,Primary education,Uganda,Head of Household,Yes,Urban,Widowed
3.0,2018.0,18.0,No Income,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
4.0,2018.0,62.0,Self employed,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
5.0,2018.0,35.0,Self employed,Female,Primary education,Uganda,Head of Household,Yes,Urban,Married/Living together
7.0,2018.0,35.0,Self employed,Female,Primary education,Uganda,Spouse,No,Rural,Married/Living together
1.0,2018.0,58.0,Self employed,Female,Vocational/Specialised training,Uganda,Head of Household,Yes,Urban,Widowed
3.0,2018.0,22.0,Other Income,Female,Primary education,Uganda,Spouse,No,Rural,Married/Living together
3.0,2018.0,53.0,Self employed,Female,Secondary education,Uganda,Head of Household,Yes,Urban,Divorced/Seperated
1.0,2018.0,19.0,Other Income,Male,Secondary education,Uganda,Head of Household,Yes,Rural,Married/Living together
8.0,2018.0,36.0,Self employed,Male,Secondary education,Uganda,Head of Household,Yes,Rural,Married/Living together
6.0,2018.0,35.0,Self employed,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
1.0,2018.0,35.0,Dont Know/Refuse to answer,Female,Vocational/Specialised training,Uganda,Head of Household,Yes,Rural,Married/Living together
8.0,2018.0,35.0,Self employed,Male,Primary education,Uganda,Head of Household,Yes,Urban,Married/Living together
2.0,2018.0,31.0,No Income,Female,Secondary education,Uganda,Head of Household,Yes,Urban,Single/Never Married
2.0,2018.0,65.0,No Income,Female,No formal education,Uganda,Head of Household,Yes,Rural,Widowed
4.0,2018.0,18.0,No Income,Female,Primary education,Uganda,Head of Household,No,Rural,Married/Living together
11.0,2018.0,53.0,Self employed,Male,Primary education,Uganda,Head of Household,Yes,Rural,Married/Living together
4.0,2018.0,48.0,Self employed,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
4.0,2018.0,60.0,Self employed,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
1.0,2018.0,36.0,Other Income,Male,Primary education,Uganda,Head of Household,No,Rural,Single/Never Married
2.0,2018.0,25.0,Other Income,Female,Tertiary education,Uganda,Head of Household,Yes,Urban,Single/Never Married
5.0,2018.0,65.0,Other Income,Female,No formal education,Uganda,Head of Household,No,Rural,Widowed
9.0,2018.0,32.0,Self employed,Female,Primary education,Uganda,Spouse,No,Rural,Married/Living together
7.0,2018.0,29.0,Self employed,Female,Primary education,Uganda,Spouse,No,Rural,Married/Living together
2.0,2018.0,53.0,Self employed,Male,Primary education,Uganda,Head of Household,Yes,Rural,Widowed
4.0,2018.0,62.0,Self employed,Female,Primary education,Uganda,Head of Household,Yes,Urban,Widowed
2.0,2018.0,40.0,Self employed,Female,Primary education,Uganda,Head of Household,No,Rural,Divorced/Seperated
4.0,2018.0,40.0,Other Income,Female,No formal education,Uganda,Spouse,No,Rural,Married/Living together
4.0,2018.0,30.0,Other Income,Male,Primary education,Uganda,Head of Household,Yes,Rural,Married/Living together
1.0,2018.0,22.0,Other Income,Female,Secondary education,Uganda,Head of Household,No,Rural,Married/Living together
3.0,2018.0,35.0,Self employed,Female,No formal education,Uganda,Head of Household,No,Rural,Divorced/Seperated
2.0,2018.0,52.0,Self employed,Male,Primary education,Uganda,Head of Household,Yes,Rural,Married/Living together
3.0,2018.0,21.0,Other Income,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
5.0,2018.0,32.0,Self employed,Male,Secondary education,Uganda,Head of Household,Yes,Rural,Married/Living together
7.0,2018.0,21.0,Self employed,Male,Primary education,Uganda,Parent,Yes,Rural,Single/Never Married
8.0,2018.0,31.0,Other Income,Male,Primary education,Uganda,Parent,Yes,Rural,Married/Living together
3.0,2018.0,32.0,Self employed,Female,Primary education,Uganda,Other relative,Yes,Rural,Divorced/Seperated
11.0,2018.0,60.0,Other Income,Male,Primary education,Uganda,Head of Household,Yes,Urban,Married/Living together
3.0,2018.0,56.0,Self employed,Female,No formal education,Uganda,Head of Household,No,Rural,Widowed
3.0,2018.0,21.0,Other Income,Female,Secondary education,Uganda,Spouse,Yes,Urban,Married/Living together
5.0,2018.0,18.0,No Income,Female,Secondary education,Uganda,Parent,No,Urban,Single/Never Married
2.0,2018.0,90.0,Other Income,Female,No formal education,Uganda,Head of Household,No,Rural,Widowed
2.0,2018.0,24.0,Formally employed Private,Female,Vocational/Specialised training,Uganda,Other non-relatives,Yes,Urban,Single/Never Married
8.0,2018.0,48.0,Self employed,Female,Primary education,Uganda,Head of Household,Yes,Rural,Widowed
1.0,2018.0,68.0,No Income,Female,No formal education,Uganda,Head of Household,Yes,Rural,Widowed
4.0,2018.0,21.0,Dont Know/Refuse to answer,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
5.0,2018.0,78.0,Dont Know/Refuse to answer,Male,Primary education,Uganda,Head of Household,Yes,Rural,Married/Living together
6.0,2018.0,46.0,Self employed,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
5.0,2018.0,30.0,Self employed,Female,No formal education,Uganda,Spouse,Yes,Urban,Married/Living together
3.0,2018.0,23.0,Other Income,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
7.0,2018.0,16.0,No Income,Female,Secondary education,Uganda,Parent,Yes,Urban,Single/Never Married
5.0,2018.0,42.0,Self employed,Female,Primary education,Uganda,Head of Household,Yes,Rural,Divorced/Seperated
6.0,2018.0,16.0,Other Income,Female,Primary education,Uganda,Other relative,No,Rural,Single/Never Married
3.0,2018.0,39.0,Self employed,Female,Primary education,Uganda,Head of Household,Yes,Rural,Divorced/Seperated
2.0,2018.0,26.0,Self employed,Male,Secondary education,Uganda,Head of Household,Yes,Rural,Married/Living together
1.0,2018.0,65.0,No Income,Female,No formal education,Uganda,Head of Household,No,Urban,Widowed
1.0,2018.0,52.0,Self employed,Female,No formal education,Uganda,Head of Household,Yes,Rural,Divorced/Seperated
4.0,2018.0,23.0,Self employed,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
6.0,2018.0,16.0,No Income,Female,Primary education,Uganda,Parent,No,Rural,Single/Never Married
8.0,2018.0,65.0,Self employed,Male,Secondary education,Uganda,Other relative,Yes,Urban,Married/Living together
10.0,2018.0,22.0,Self employed,Female,Vocational/Specialised training,Uganda,Parent,Yes,Rural,Single/Never Married
2.0,2018.0,25.0,Self employed,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
7.0,2018.0,39.0,Self employed,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
5.0,2018.0,30.0,Self employed,Female,Primary education,Uganda,Head of Household,No,Rural,Divorced/Seperated
8.0,2018.0,17.0,Other Income,Male,Primary education,Uganda,Parent,No,Rural,Single/Never Married
8.0,2018.0,34.0,Self employed,Female,Secondary education,Uganda,Spouse,Yes,Rural,Married/Living together
6.0,2018.0,21.0,Self employed,Male,Primary education,Uganda,Parent,Yes,Rural,Married/Living together
3.0,2018.0,50.0,Self employed,Female,Primary education,Uganda,Other relative,Yes,Rural,Widowed
1.0,2018.0,29.0,Self employed,Male,Primary education,Uganda,Head of Household,Yes,Rural,Divorced/Seperated
7.0,2018.0,50.0,No Income,Female,Secondary education,Uganda,Spouse,Yes,Rural,Married/Living together
3.0,2018.0,60.0,Other Income,Female,Primary education,Uganda,Spouse,No,Rural,Married/Living together
7.0,2018.0,45.0,Self employed,Male,Secondary education,Uganda,Head of Household,Yes,Rural,Married/Living together
5.0,2018.0,60.0,Self employed,Female,No formal education,Uganda,Head of Household,No,Rural,Divorced/Seperated
6.0,2018.0,30.0,Self employed,Male,Secondary education,Uganda,Head of Household,Yes,Rural,Married/Living together
4.0,2018.0,40.0,Self employed,Male,Primary education,Uganda,Head of Household,Yes,Rural,Married/Living together
7.0,2018.0,35.0,Self employed,Female,Primary education,Uganda,Spouse,No,Rural,Married/Living together
6.0,2018.0,34.0,Self employed,Female,Primary education,Uganda,Head of Household,Yes,Rural,Widowed
6.0,2018.0,35.0,Self employed,Female,No formal education,Uganda,Spouse,Yes,Rural,Married/Living together
10.0,2018.0,19.0,Self employed,Male,Primary education,Uganda,Parent,Yes,Rural,Single/Never Married
4.0,2018.0,63.0,Other Income,Female,Primary education,Uganda,Head of Household,Yes,Rural,Widowed
7.0,2018.0,20.0,Self employed,Female,Secondary education,Uganda,Parent,Yes,Rural,Single/Never Married
1.0,2018.0,21.0,Self employed,Male,Secondary education,Uganda,Head of Household,Yes,Rural,Single/Never Married
6.0,2018.0,34.0,Self employed,Male,Vocational/Specialised training,Uganda,Head of Household,Yes,Rural,Married/Living together
4.0,2018.0,30.0,Self employed,Female,Primary education,Uganda,Head of Household,Yes,Rural,Married/Living together
7.0,2018.0,23.0,Self employed,Female,Primary education,Uganda,Head of Household,Yes,Urban,Single/Never Married
2.0,2018.0,18.0,Other Income,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
2.0,2018.0,29.0,Other Income,Female,Secondary education,Uganda,Head of Household,Yes,Urban,Married/Living together
12.0,2018.0,16.0,No Income,Female,Primary education,Uganda,Parent,No,Rural,Single/Never Married
12.0,2018.0,45.0,Self employed,Female,No formal education,Uganda,Spouse,No,Rural,Married/Living together
5.0,2018.0,31.0,Self employed,Female,Primary education,Uganda,Head of Household,Yes,Urban,Divorced/Seperated
2.0,2018.0,18.0,Self employed,Female,Primary education,Uganda,Spouse,No,Rural,Married/Living together
9.0,2018.0,35.0,Self employed,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
7.0,2018.0,20.0,No Income,Female,Secondary education,Uganda,Parent,Yes,Urban,Single/Never Married
4.0,2018.0,65.0,Other Income,Female,Primary education,Uganda,Head of Household,Yes,Urban,Widowed
4.0,2018.0,20.0,Self employed,Female,Secondary education,Uganda,Other relative,Yes,Rural,Single/Never Married
8.0,2018.0,41.0,Other Income,Female,Secondary education,Uganda,Spouse,Yes,Rural,Married/Living together
6.0,2018.0,32.0,Self employed,Male,Secondary education,Uganda,Head of Household,Yes,Rural,Married/Living together
7.0,2018.0,16.0,Self employed,Female,Primary education,Uganda,Parent,No,Rural,Single/Never Married
2.0,2018.0,21.0,Formally employed Private,Female,Secondary education,Uganda,Spouse,Yes,Rural,Married/Living together
10.0,2018.0,54.0,Self employed,Female,Primary education,Uganda,Head of Household,Yes,Rural,Married/Living together
4.0,2018.0,20.0,Self employed,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
18.0,2018.0,31.0,Self employed,Female,No formal education,Uganda,Spouse,No,Rural,Married/Living together
3.0,2018.0,20.0,No Income,Female,Primary education,Uganda,Spouse,No,Urban,Married/Living together
6.0,2018.0,30.0,Self employed,Female,Primary education,Uganda,Spouse,No,Rural,Married/Living together
2.0,2018.0,39.0,Self employed,Female,Primary education,Uganda,Spouse,No,Rural,Married/Living together
6.0,2018.0,60.0,Other Income,Male,No formal education,Uganda,Head of Household,Yes,Rural,Married/Living together
5.0,2018.0,25.0,Self employed,Female,Primary education,Uganda,Spouse,No,Rural,Married/Living together
9.0,2018.0,31.0,Self employed,Female,No formal education,Uganda,Spouse,No,Rural,Married/Living together
1.0,2018.0,65.0,No Income,Female,No formal education,Uganda,Head of Household,No,Rural,Widowed
6.0,2018.0,29.0,Self employed,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
4.0,2018.0,50.0,Self employed,Female,Primary education,Uganda,Head of Household,No,Rural,Widowed
2.0,2018.0,60.0,Self employed,Female,Primary education,Uganda,Spouse,No,Rural,Married/Living together
6.0,2018.0,37.0,Self employed,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
1.0,2018.0,17.0,Other Income,Male,Primary education,Uganda,Head of Household,Yes,Rural,Single/Never Married
9.0,2018.0,54.0,Other Income,Female,Secondary education,Uganda,Head of Household,Yes,Urban,Married/Living together
1.0,2018.0,80.0,Other Income,Female,No formal education,Uganda,Head of Household,No,Rural,Widowed
6.0,2018.0,48.0,Self employed,Female,Secondary education,Uganda,Spouse,Yes,Urban,Married/Living together
5.0,2018.0,40.0,Self employed,Male,No formal education,Uganda,Head of Household,Yes,Rural,Married/Living together
10.0,2018.0,51.0,Self employed,Male,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
4.0,2018.0,34.0,Other Income,Male,Primary education,Uganda,Head of Household,No,Rural,Married/Living together
6.0,2018.0,20.0,Self employed,Male,Secondary education,Uganda,Child,Yes,Rural,Married/Living together
5.0,2018.0,31.0,Self employed,Female,Secondary education,Uganda,Spouse,Yes,Urban,Married/Living together
9.0,2018.0,40.0,Dont Know/Refuse to answer,Female,Secondary education,Uganda,Spouse,Yes,Urban,Married/Living together
4.0,2018.0,22.0,No Income,Male,Primary education,Uganda,Head of Household,Yes,Rural,Married/Living together
3.0,2018.0,38.0,Other Income,Female,No formal education,Uganda,Head of Household,No,Rural,Widowed
9.0,2018.0,39.0,Self employed,Female,Secondary education,Uganda,Head of Household,Yes,Urban,Married/Living together
2.0,2018.0,24.0,Self employed,Female,Secondary education,Uganda,Head of Household,Yes,Rural,Single/Never Married
6.0,2018.0,23.0,Self employed,Female,Secondary education,Uganda,Parent,No,Urban,Single/Never Married
3.0,2018.0,68.0,Self employed,Female,No formal education,Uganda,Spouse,Yes,Rural,Married/Living together
6.0,2018.0,25.0,Self employed,Female,Vocational/Specialised training,Uganda,Spouse,Yes,Rural,Married/Living together
9.0,2018.0,48.0,No Income,Female,No formal education,Uganda,Spouse,Yes,Rural,Married/Living together
5.0,2018.0,26.0,Formally employed Private,Male,Tertiary education,Uganda,Parent,Yes,Urban,Single/Never Married
8.0,2018.0,23.0,Other Income,Female,Primary education,Uganda,Spouse,Yes,Urban,Married/Living together
2.0,2018.0,29.0,Formally employed Private,Male,Vocational/Specialised training,Uganda,Head of Household,Yes,Urban,Single/Never Married
7.0,2018.0,25.0,Self employed,Female,Secondary education,Uganda,Spouse,No,Rural,Married/Living together
6.0,2018.0,37.0,Self employed,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
2.0,2018.0,24.0,Dont Know/Refuse to answer,Male,Secondary education,Uganda,Head of Household,No,Rural,Married/Living together
10.0,2018.0,25.0,Self employed,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
3.0,2018.0,50.0,Other Income,Female,Primary education,Uganda,Spouse,No,Rural,Married/Living together
8.0,2018.0,18.0,Other Income,Male,Secondary education,Uganda,Child,Yes,Rural,Single/Never Married
2.0,2018.0,79.0,Other Income,Male,Primary education,Uganda,Other relative,No,Rural,Divorced/Seperated
6.0,2018.0,65.0,Self employed,Male,Primary education,Uganda,Head of Household,No,Rural,Married/Living together
9.0,2018.0,19.0,No Income,Female,Primary education,Uganda,Other non-relatives,Yes,Rural,Single/Never Married
10.0,2018.0,45.0,Other Income,Male,Primary education,Uganda,Head of Household,Yes,Urban,Married/Living together
2.0,2018.0,44.0,Other Income,Female,Primary education,Uganda,Head of Household,Yes,Rural,Divorced/Seperated
